nctid	race	count
NCT00831792	black or african american	4.0
NCT00831792	white	41.0
NCT00831844	black or african american	15.0
NCT00831844	white	80.0
NCT00832598	black or african american	1.0
NCT00832598	white	8.0
NCT00832767	black or african american	26.0
NCT00832767	white	146.0
NCT00832780	black or african american	1.0
NCT00832780	white	40.0
NCT00833027	black	16.0
NCT00833105	black or african american	1.0
NCT00833105	white	12.0
NCT00833248	black or african american	18.0
NCT00833248	white	224.0
NCT00833443	african american	17.0
NCT00833443	white	28.0
NCT00833469	black or african american	0.0
NCT00833469	white	3.0
NCT00833482	black or african american	1.0
NCT00833482	white	20.0
NCT00833521	black	9.0
NCT00833586	black	9.0
NCT00833638	black or african american	68.0
NCT00833638	white	283.0
NCT00833664	black	11.0
NCT00833690	black or african american	0.0
NCT00833690	white	70.0
NCT00833833	black or african american	34.0
NCT00833833	white	213.0
NCT00833898	black/african-american (not latino/hispanic)	2.0
NCT00833937	black	6.0
NCT00833989	black or african american	0.0
NCT00833989	white	40.0
NCT00834067	black	9.0
NCT00834067	white	47.0
NCT00834132	black	8.0
NCT00834197	black	1.0
NCT00834197	white	28.0
NCT00834249	black	1.0
NCT00834275	black or african american	7.0
NCT00834275	white	16.0
NCT00834340	black	12.0
NCT00834405	black	1.0
NCT00834431	black	5.0
NCT00834431	white	29.0
NCT00834444	black	4.0
NCT00834444	white	29.0
NCT00834522	black	16.0
NCT00834535	white	32.0
NCT00834561	black	3.0
NCT00834574	black	16.0
NCT00834574	white	16.0
NCT00834587	black	2.0
NCT00834613	black	3.0
NCT00834613	white	26.0
NCT00834639	black	2.0
NCT00834639	white	21.0
NCT00834678	black or african american	2.0
NCT00834678	white	9.0
NCT00834717	black	4.0
NCT00834743	black	6.0
NCT00834743	white	24.0
NCT00834756	black	3.0
NCT00834795	black	6.0
NCT00834873	black	4.0
NCT00834977	white	41.0
NCT00834990	black	1.0
NCT00834990	white	22.0
NCT00835042	black	4.0
NCT00835042	white	53.0
NCT00835081	black	6.0
NCT00835081	white	15.0
NCT00835120	black or african american	9.0
NCT00835120	white	24.0
NCT00835146	black	15.0
NCT00835146	white	3.0
NCT00835172	black	17.0
NCT00835185	black or african american	2.0
NCT00835185	white	42.0
NCT00835211	black	2.0
NCT00835276	white	46.0
NCT00835354	black	2.0
NCT00835354	white	24.0
NCT00835367	black	3.0
NCT00835406	black or african american	1.0
NCT00835406	white	139.0
NCT00835484	white	32.0
NCT00835536	black	10.0
NCT00835536	white	7.0
NCT00835549	black	21.0
NCT00835549	white	11.0
NCT00835575	black	1.0
NCT00835575	white	31.0
NCT00835588	black	10.0
NCT00835614	black	7.0
NCT00835614	white	19.0
NCT00835640	white	23.0
NCT00835666	black	20.0
NCT00835692	black	1.0
NCT00835705	black	1.0
NCT00835770	black or african american	26.0
NCT00835770	white	594.0
NCT00835796	black	9.0
NCT00835900	nonwhite	8.0
NCT00835900	white	52.0
NCT00835991	black	3.0
NCT00836186	black or african american	41.0
NCT00836186	white	38.0
NCT00836277	black or african american	0.0
NCT00836277	white	18.0
NCT00836342	black or african american	1.0
NCT00836342	white	76.0
NCT00836472	black	7.0
NCT00836589	black or african americanrace	288.0
NCT00836589	whiterace	1298.0
NCT00836693	white	213.0
NCT00836706	black	1.0
NCT00836719	black or african american	1.0
NCT00836719	white	8.0
NCT00836901	black	3.0
NCT00837213	black or african american	3.0
NCT00837213	white	22.0
NCT00837434	black or african american	6.0
NCT00837434	white	48.0
NCT00837811	black or african american	13.0
NCT00837811	white	115.0
NCT00838097	black or african american	9.0
NCT00838097	white or caucasian	274.0
NCT00838136	black	1.0
NCT00838162	black	1.0
NCT00838162	white	32.0
NCT00838201	black or african american	14.0
NCT00838201	white or caucasian	326.0
NCT00838279	black	5.0
NCT00838331	african-american	1.0
NCT00838435	black or african american	2.0
NCT00838435	white	79.0
NCT00838513	black or african american	2.0
NCT00838513	white	18.0
NCT00838539	black or african american	1.0
NCT00838539	white	26.0
NCT00838630	black	4.0
NCT00838903	african american/african heritage	150.0
NCT00838903	white - arabic/north african heritage	13.0
NCT00838903	white - white/caucasian/european heritage	723.0
NCT00838916	african american/african heritage	194.0
NCT00838916	white - arabic/north african heritage	9.0
NCT00838916	white - white/caucasian/european heritage	500.0
NCT00838981	black or african american	16.0
NCT00838981	white	59.0
NCT00839254	african heritage / african american	5.0
NCT00839254	white - arabic / north african heritage	27.0
NCT00839254	white - caucasian / european heritage	6096.0
NCT00839332	black or african american	5.0
NCT00839332	white	140.0
NCT00839527	african american/african heritage	68.0
NCT00839527	white - arabic/north african heritage	5.0
NCT00839527	white - white/caucasian/european heritage	456.0
NCT00839852	black or african american	11.0
NCT00839852	white	52.0
NCT00839956	black or african american	1.0
NCT00839956	white	26.0
NCT00840034	black or african american	61.0
NCT00840034	white	138.0
NCT00840073	black	10.0
NCT00840099	black	16.0
NCT00840203	black	33.0
NCT00840216	black	3.0
NCT00840281	black	5.0
NCT00840281	white	32.0
NCT00840411	black	13.0
NCT00840476	black	7.0
NCT00840632	black	8.0
NCT00840840	black	7.0
NCT00840866	black	7.0
NCT00840866	white	32.0
NCT00840879	black	5.0
NCT00841269	black or african american	0.0
NCT00841269	white	40.0
NCT00841321	non-white	6.0
NCT00841321	white	114.0
NCT00841412	black or african american	29.0
NCT00841412	white	171.0
NCT00841542	black	2.0
NCT00841555	black or african american	0.0
NCT00841555	white	9.0
NCT00841698	black	2.0
NCT00841776	black	8.0
NCT00841815	black	4.0
NCT00841906	black or african american	3.0
NCT00841906	white	29.0
NCT00842153	black	1.0
NCT00842309	black or african american	1.0
NCT00842309	white	22.0
NCT00842348	black or african american	1.0
NCT00842348	caucasian/white	85.0
NCT00842764	black or african american	0.0
NCT00842764	white	7.0
NCT00843024	african american/african heritage	63.0
NCT00843024	african american/african heritage and white	6.0
NCT00843024	american indian or alaska native and white	8.0
NCT00843024	asian and white	5.0
NCT00843024	native hawaiian/ other pacific islander and white	2.0
NCT00843024	white	397.0
NCT00843167	black or african american	1.0
NCT00843167	white	50.0
NCT00843193	african american/african heritage	4.0
NCT00843193	white	191.0
NCT00843518	black or african american	15.0
NCT00843518	white	115.0
NCT00843635	white, non-hispanic	23.0
NCT00843713	african-american	8.0
NCT00843726	black or african american	6.0
NCT00843726	white	84.0
NCT00843843	black or african american	8.0
NCT00843843	white	6.0
NCT00844428	black or african american	2.0
NCT00844428	white	18.0
NCT00844545	black or african american	1.0
NCT00844545	white	15.0
NCT00844597	black or african american	0.0
NCT00844597	white	18.0
NCT00844649	black or african american	32.0
NCT00844649	white	753.0
NCT00844844	black or african american	1.0
NCT00844844	white	15.0
NCT00844857	black or african american	34.0
NCT00844857	white	180.0
NCT00845507	non-whiterace	24.0
NCT00845507	whiterace	30.0
NCT00845520	black or african american	1.0
NCT00845520	white	55.0
NCT00845650	black or african american	76.0
NCT00845650	white	45.0
NCT00845663	black or african american	1.0
NCT00845663	white	97.0
NCT00845871	black	25.0
NCT00846040	black or african american	26.0
NCT00846040	white	13.0
NCT00846365	black or african american	290.0
NCT00846365	white	680.0
NCT00846482	black	14.0
NCT00846482	white	10.0
NCT00846885	black	10.0
NCT00846885	white	17.0
NCT00847132	not white	15.0
NCT00847132	white	160.0
NCT00847288	black	151.0
NCT00847288	white	1370.0
NCT00847405	black	4.0
NCT00847405	white	21.0
NCT00847626	black or african american	342.0
NCT00847626	white	1210.0
NCT00847730	black or african american	1.0
NCT00847730	white	19.0
NCT00847912	black or african american	0.0
NCT00847912	white	912.0
NCT00848042	black or african american	2.0
NCT00848042	white	9.0
NCT00848081	black or african american	31.0
NCT00848081	white	281.0
NCT00848250	black or african american	4.0
NCT00848250	white	16.0
NCT00848484	black or african american	13.0
NCT00848484	white	40.0
NCT00848718	black or african american	2.0
NCT00848718	white	72.0
NCT00848926	black or african american	5.0
NCT00848926	white	89.0
NCT00848965	white	58.0
NCT00849017	african american/african heritage	38.0
NCT00849017	white - arabic/north african heritage	5.0
NCT00849017	white - white/caucasian/european heritage	240.0
NCT00849056	african american/african heritage	39.0
NCT00849056	white - arabic/north african heritage	4.0
NCT00849056	white - white/caucasian/european heritage	210.0
NCT00849121	white	17.0
NCT00849147	black or african american	6.0
NCT00849147	white	40.0
NCT00849472	african american/african heritage	10.0
NCT00849472	ai or an + white - w/c/eh	1.0
NCT00849472	white - arabic/north african heritage	3.0
NCT00849472	white - white/caucasian/european heritage (w/c/eh)	81.0
NCT00849693	black or african american	93.0
NCT00849693	white	244.0
NCT00849797	black	8.0
NCT00849901	black or african american	39.0
NCT00849901	white	262.0
NCT00850135	black or african american	0.0
NCT00850135	white	14.0
NCT00850174	black	14.0
NCT00851006	black or african american	0.0
NCT00851006	white	7.0
NCT00851084	black	1.0
NCT00851084	caucasian/white	187.0
NCT00851253	black or african american	4.0
NCT00851253	white	6.0
NCT00851357	black	692.0
NCT00851357	white	2135.0
NCT00851786	black non-hispanic	116.0
NCT00851786	white non-hispanic	185.0
NCT00851799	black non-hispanic	105.0
NCT00851799	white non-hispanic	144.0
NCT00852202	black	46.0
NCT00852527	african-american	39.0
NCT00852527	white	330.0
NCT00852540	african american/african heritage	26.0
NCT00852540	arabic/north african heritage	3.0
NCT00852540	white/caucasian/european	340.0
NCT00852540	white - mixed race	11.0
NCT00852761	black or african american	3.0
NCT00852761	white	31.0
NCT00852930	black or african american	2.0
NCT00852930	white	44.0
NCT00852995	black or african american	48.0
NCT00852995	white	164.0
NCT00853021	black or african american	0.0
NCT00853021	white	25.0
NCT00853047	black or african american	1.0
NCT00853047	white	22.0
NCT00853073	black or african american	27.0
NCT00853073	white	29.0
NCT00853151	black or african american	14.0
NCT00853151	white	108.0
NCT00853242	black or african american	161.0
NCT00853242	white	173.0
NCT00853307	white	30.0
NCT00853372	black or african american	1.0
NCT00853372	white or caucasian	83.0
NCT00853580	black or african american	17.0
NCT00853580	white	115.0
NCT00853593	black or african american	9.0
NCT00853593	white/caucasian	168.0
NCT00853645	black or african american	0.0
NCT00853645	white	6.0
NCT00853905	black or african american	39.0
NCT00853905	white	32.0
NCT00854100	black or african american	36.0
NCT00854100	white	186.0
NCT00854113	black or african american	64.0
NCT00854113	white	7.0
NCT00854360	black	82.0
NCT00854360	white	386.0
NCT00854828	black or african american	13.0
NCT00854828	white	267.0
NCT00855166	white	180.0
NCT00855465	black or african american	8.0
NCT00855465	white	185.0
NCT00855582	black or african american	23.0
NCT00855582	white	565.0
NCT00855920	black or african american	41.0
NCT00855920	white	168.0
NCT00856206	black or african american	272.0
NCT00856206	white	868.0
NCT00856284	black or african american	221.0
NCT00856284	white	1645.0
NCT00856349	black or african american	360.0
NCT00856349	white	3151.0
NCT00856492	blackrace/ethnicity	38.0
NCT00856492	whiterace/ethnicity	154.0
NCT00856609	african american	10.0
NCT00856609	white	21.0
NCT00856635	black/african american	4.0
NCT00856726	black or african american	10.0
NCT00856726	white	16.0
NCT00856986	black or african american	56.0
NCT00856986	white	923.0
NCT00857207	black or african american	4.0
NCT00857207	white	11.0
NCT00857246	black or african american	4.0
NCT00857246	white	11.0
NCT00857389	black or african american	8.0
NCT00857389	white	25.0
NCT00857454	african american	6.0
NCT00857766	african american/african heritage	16.0
NCT00857766	white	228.0
NCT00857857	black or african american	0.0
NCT00857857	white	24.0
NCT00857961	black or african american	4.0
NCT00857961	white	17.0
NCT00858117	black or african american	2.0
NCT00858117	white	28.0
NCT00858234	black or african american	0.0
NCT00858234	white	0.0
NCT00858390	black or african american	1.0
NCT00858390	white	34.0
NCT00859040	black or african american, non-hispanic	3.0
NCT00859040	white, non-hispanic	29.0
NCT00859040	white (unknown ethnicity)	1.0
NCT00859222	non-white	9.0
NCT00859222	white	42.0
NCT00859430	black	1.0
NCT00859430	white	18.0
NCT00859521	black	2.0
NCT00859521	white	26.0
NCT00859547	black or african american	6.0
NCT00859547	white	14.0
NCT00859898	black/african american	32.0
NCT00859898	white	516.0
NCT00860067	black or african american	376.0
NCT00860067	white	1374.0
NCT00860262	black	64.0
NCT00860262	black/african american	64.0
NCT00860262	non-black	794.0
NCT00860262	white	738.0
NCT00860574	black or african american	1.0
NCT00860574	white	87.0
NCT00860743	black or african american	30.0
NCT00860743	white	33.0
NCT00861146	black or african american	63.0
NCT00861146	white	82.0
NCT00862459	black	18.0
NCT00862641	black or african american	141.0
NCT00862641	white	831.0
NCT00862719	black or african american	5.0
NCT00862719	white	24.0
NCT00862784	black or african american	0.0
NCT00862784	white	48.0
NCT00862849	black or african american	2.0
NCT00862849	white	19.0
NCT00862979	black or african american	0.0
NCT00862979	white	145.0
NCT00863265	whiterace	20.0
NCT00863681	black or african american	4.0
NCT00863681	white	242.0
NCT00863707	black or african american	115.0
NCT00863707	white	369.0
NCT00864227	black or african american	1.0
NCT00864227	white	45.0
NCT00864383	black	685.0
NCT00864721	black	1.0
NCT00864851	black or african american	0.0
NCT00864851	white	44.0
NCT00865046	black or african american	56.0
NCT00865046	white	134.0
NCT00866047	black or african american	7.0
NCT00866047	white	48.0
NCT00866307	black or african american	7.0
NCT00866307	white	68.0
NCT00866619	african heritage/african american	15459.0
NCT00866697	african american/african heritage	3.0
NCT00866697	white	726.0
NCT00866749	black or african american	7.0
NCT00866749	white	104.0
NCT00866775	black or african american	22.0
NCT00866775	white	147.0
NCT00866879	white	127.0
NCT00867009	white	113.0
NCT00867217	black or african american	7.0
NCT00867217	white	152.0
NCT00867503	black or african american	0.0
NCT00867503	white	10.0
NCT00867529	black or african american	0.0
